Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Armor2.0,Locked,Equipped,Year,Season,Event,Mobility,Resilience,Recovery,Discipline,Intellect,Strength,Total,Custom,Mobility (Base),Resilience (Base),Recovery (Base),Discipline (Base),Intellect (Base),Strength (Base),Total (Base),Custom (Base),Seasonal Mod,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14
Ophidia Spathe,978537162,"""6917529806493401621""",,Exotic,Chest Armor,,Hunter,1570,,Void Energy Capacity,3,Vault,true,true,false,1,3,,12,18,3,10,6,17,66,0,12,18,3,10,6,17,66,0,combatstyle,,Upgrade Armor*,*,*,*,*,Scissor Fingers*,,,,,,,,,
St0mp-EE5,193869520,"""6917529802740040249""",,Exotic,Leg Armor,,Hunter,1560,,Arc Energy Capacity,1,Vault,true,true,false,1,1,,4,22,10,9,17,2,64,0,4,22,10,9,17,2,64,0,combatstyle,,Change Energy Type*,*,*,*,*,Hydraulic Boosters*,,,,,,,,,
Solstice Hood (Majestic),2546370410,"""6917529100704240524""",,Legendary,Helmet,events,Warlock,1350,1060,Solar Energy Capacity,5,Vault,true,true,false,2,7,Solstice,10,2,10,6,12,6,46,0,10,2,10,6,12,6,46,0,,,Fusion Rifle Targeting*,Auto Rifle Targeting*,Upgrade Armor*,*,*,*,*,Void Armor Glow*,,,,,,,
Solstice Plate (Resplendent),512463852,"""6917529063074445265""",,Legendary,Chest Armor,events,Titan,1350,1060,,,Vault,false,true,false,1,3,Solstice,20,20,0,5,5,5,55,0,20,10,0,5,5,5,45,0,,,Mobile Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Arctic Pearl*,Masterwork Armor*,Void-Tinged Chest Glow*,,,,,,,,,
Solstice Boots (Majestic),2779687217,"""6917529098632041249""",,Legendary,Leg Armor,events,Warlock,1350,1060,Solar Damage Resistance,5,Vault,false,true,false,2,7,Solstice,0,10,20,5,5,10,50,0,0,0,20,5,5,10,40,0,,,Restorative Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Masterwork*,Bomber*,Power Dexterity,Enhanced Rocket Launcher Dexterity,Pulse Rifle Scavenger*,Primary Ammo Finder,Empty Activity Mod Socket*,Void Armor Glow*,,,,
Wormhusk Crown,3562696927,"""6917529806493397326""",,Exotic,Helmet,,Hunter,1570,,Stasis Cost,10,Vault,true,true,false,1,3,,16,19,5,16,12,8,76,0,14,17,3,14,10,6,64,0,combatstyle,,Upgrade Armor*,*,*,*,*,Burning Souls*,,,,,,,,,
Festive Winter Bond,1584837157,"""6917529047696575006""",,Legendary,Warlock Bond,events,Warlock,1350,1060,,,Vault,false,true,false,1,2,The Dawning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Masterwork Upgrade*,,,,,,,,,,,,,,
Iron Truage Boots,511170376,"""6917529095070280439""",,Legendary,Leg Armor,ironbanner,Hunter,1350,1060,Solar Damage Resistance,3,Vault,false,true,false,2,7,,30,0,0,10,5,5,50,0,20,0,0,10,5,5,40,0,,,Mobile Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Paragon Mod*,Tier 3 Armor*,Power Dexterity*,Light Arms Dexterity,Sidearm Scavenger*,Scout Rifle Scavenger,Empty Activity Mod Socket*,,,,,
Iron Truage Hood,1854612346,"""6917529095181822715""",,Legendary,Helmet,ironbanner,Warlock,1350,1060,Arc Damage Resistance,3,Vault,false,true,false,2,7,,0,20,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 3 Armor*,New Monarchy Succession*,Enhanced Sniper Rifle Targeting,Remote Connection*,Shotgun Reserves*,Rocket Launcher Reserves,Giving Hand*,Ashraven's Iron Hood*,,,,
Tusked Allegiance Hood,849255710,"""6917529796259493935""",,Legendary,Helmet,psiops,Warlock,1560,,Solar Energy Capacity,10,Vault,true,true,false,5,16,,4,25,20,25,10,4,88,0,2,23,8,23,8,2,66,0,combatstyle,,Recovery Mod*,Rocket Launcher Ammo Finder*,Linear Fusion Rifle Ammo Finder*,Iris Gossamer*,Upgrade Armor*,*,*,*,*,Uniformed Officer*,,,,,
Solstice Strides (Majestic),428845810,"""6917529098940514039""",,Legendary,Leg Armor,events,Hunter,1350,1060,Arc Damage Resistance,1,Vault,false,true,false,2,7,Solstice,0,20,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Survivalist Hunter Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Paragon Mod*,Tier 1 Armor*,Grenade Launcher Dexterity,Dynamo*,Oversize Weapon Dexterity,Arrow Scavenger*,Hand Cannon Scavenger,Empty Activity Mod Socket*,Remove Armor Glow*,,,
Solstice Vest (Majestic),3084686800,"""6917529098944802656""",,Legendary,Chest Armor,events,Hunter,1350,1060,Arc Damage Resistance,1,Vault,false,false,false,2,7,Solstice,10,10,20,5,5,5,55,0,10,10,10,5,5,5,45,0,,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Tier 1 Armor*,Unflinching Sniper Aim*,Enhanced Unflinching Sniper Aim,Unflinching Machine Gun,Sidearm Reserves*,Primary Ammo Finder,Empty Activity Mod Socket*,Remove Armor Glow*,,,,
Gunsmith's Devotion Gloves,2762445138,"""6917529090848265776""",,Legendary,Gauntlets,dcv,Warlock,1350,1060,Solar Damage Resistance,5,Vault,false,false,false,2,5,,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Fallen Invigoration*,Masterwork*,Bumblebee*,Rocket Launcher Loader*,Sidearm Loader,Impact Induction,Linear Fusion Rifle Scavenger*,Machine Gun Scavenger,,,,
Aeon Swift,3942036043,"""6917529797919049670""",,Exotic,Gauntlets,,Hunter,1570,,Solar Energy Capacity,10,Vault,true,true,false,1,2,,16,19,5,8,24,14,86,0,14,17,3,6,22,2,64,0,combatstyle,,Strength Mod*,Unstoppable Scout Rifle*,Upgrade Armor*,*,*,*,*,Sect of Insight*,,,,,,,
Reverie Dawn Bond,3602032567,"""6917529084128381812""",,Legendary,Warlock Bond,dreaming,Warlock,1350,1060,Solar Damage Resistance,5,Vault,false,true,false,2,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Transcendent Blessing*,Masterwork*,Bold Statement*,Recuperation*,Sniper Rifle Reserves*,,,,,,,,,,
Lion Rampant,3790373074,"""6917529072525136045""",,Exotic,Leg Armor,,Titan,1350,,,,Vault,false,true,false,1,1,,10,20,0,5,10,5,50,0,0,20,0,5,10,5,40,0,,,Goldleaf*,Jump Jets*,Mobility Enhancement Mod*,Restorative Mod,Mobility Mod*,Outreach*,Primary Ammo Finder*,*,,,,,,,
Iron Fellowship Gloves,3505538303,"""6917529087771912606""",,Legendary,Gauntlets,ironbanner,Warlock,1350,1060,Void Damage Resistance,4,Vault,false,true,false,2,5,,20,0,10,10,5,5,50,0,10,0,10,10,5,5,40,0,,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 4 Armor*,Iron Strength*,Auto Rifle Loader,Grenade Launcher Loader*,Linear Fusion Rifle Scavenger*,Sword Scavenger,,,,,,
Illicit Reaper Hood,2030998601,"""6917529091455382162""",,Legendary,Helmet,,Warlock,1350,1060,Void Damage Resistance,5,Vault,false,false,false,2,6,,0,20,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Masterwork*,Hand Cannon Targeting*,Fusion Rifle Reserves*,,,,,,,,,
Greaves of Rull,2758465169,"""6917529202154276462""",,Legendary,Leg Armor,dcv,Titan,1350,,Void Energy Capacity,10,Vault,true,true,false,3,11,,15,4,19,4,9,24,75,0,13,2,17,2,7,22,63,0,combatstyle,,Strength Mod*,Sword Scavenger*,Sword Scavenger*,Grasp of the Warmind*,Upgrade Armor*,*,*,*,*,,,,,,
Twisting Echo Grips,2308793821,"""6917529545738485881""",,Legendary,Gauntlets,30th,Hunter,1560,,Arc Energy Capacity,10,Vault,true,true,false,4,15,,14,12,24,4,26,9,89,0,2,10,22,2,24,7,67,0,combatstyle,,Mobility Mod*,Deprecated Armor Mod*,Unstoppable Scout Rifle*,Radiant Light*,Heat-Shielded*,Upgrade Armor*,*,*,*,*,Interlaced Grips*,Artifice Armor*,,,
One-Eyed Mask,3918600864,"""6917529084679601357""",,Exotic,Helmet,,Titan,1350,,,,Vault,false,true,false,2,4,,0,10,20,5,10,5,50,0,0,10,10,5,10,5,40,0,,,Vengeance*,Mobility Enhancement Mod,Restorative Mod*,Crucible Vermillion*,Auto Rifle Targeting,Fusion Rifle Targeting,Linear Fusion Rifle Targeting*,Fusion Rifle Reserves,Machine Gun Reserves*,*,,,,,
Robes of Optimacy,199852048,"""6917529029344163696""",,Legendary,Chest Armor,eververse,Warlock,1350,1060,,,Vault,false,true,false,1,1,,30,0,10,10,5,5,60,0,20,0,10,10,5,5,50,0,,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Masterwork Upgrade*,,,,,,,,,,,
Prodigal Gauntlets,1429424420,"""6917529092007167725""",,Legendary,Gauntlets,legendaryengram,Titan,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,4,,0,20,10,5,5,10,50,0,0,10,10,5,5,10,40,0,,,Restorative Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Taken Barrier*,Masterwork*,Impact Induction*,Large Weapon Loader,Rocket Launcher Scavenger*,Shotgun Scavenger,,,,,,
Notorious Reaper Vest,2635164577,"""6917529096971694398""",,Legendary,Chest Armor,gambitprime,Hunter,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,6,,10,20,10,5,10,5,60,0,10,20,0,5,10,5,50,0,,,Heavy Hunter Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Minor Resist*,Masterwork*,Unflinching Rifle Aim*,Special Ammo Finder*,,,,,,,,
Bulletsmith's Ire Plate,2530113265,"""6917529090613822720""",,Legendary,Chest Armor,dcv,Titan,1350,1060,Void Damage Resistance,2,Vault,false,true,false,2,5,,10,20,10,5,10,5,60,0,0,20,10,5,10,5,50,0,,,Heavy Titan Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Midnight Smith*,Unflinching Bow Aim,Unflinching Power Aim,Enhanced Unflinching Sniper Aim*,Pulse Rifle Reserves*,Special Ammo Finder,,,,,
Exodus Down Bond,874856664,"""6917529094316409189""",,Legendary,Warlock Bond,nessus,Warlock,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Masterwork*,Imperial Opulence*,Better Already*,Rocket Launcher Scavenger*,Empty Activity Mod Socket*,,,,,,,,,,
Inaugural Revelry Helm,438524081,"""6917529092164827130""",,Legendary,Helmet,events,Titan,1350,1060,Solar Damage Resistance,2,Vault,false,true,false,2,6,The Revelry,10,20,0,5,10,5,50,0,0,20,0,5,10,5,40,0,,,Heavy Titan Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 2 Armor*,Safety First*,Light Reactor*,Pump Action,Fusion Rifle Reserves*,Heavy Ammo Finder,Reveler's Antlers*,,,,,
Solstice Vest (Majestic),3084686800,"""6917529098362015479""",,Legendary,Chest Armor,events,Hunter,1350,1060,Arc Damage Resistance,5,Vault,false,false,false,2,7,Solstice,20,20,0,10,5,5,60,0,20,10,0,10,5,5,50,0,,,Mobile Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Masterwork*,Unflinching Power Aim*,Enhanced Unflinching Bow Aim,Enhanced Unflinching Linear Fusion Aim,Bow Reserves*,Scout Rifle Reserves,Empty Activity Mod Socket*,Arc Armor Glow*,,,,
Gwisin Vest,1474735276,"""6917529806520573215""",,Exotic,Chest Armor,,Hunter,1570,,Arc Energy Capacity,2,Vault,true,true,false,2,4,,12,11,10,9,15,7,64,0,12,11,10,9,15,7,64,0,combatstyle,,Upgrade Armor*,*,*,*,*,Roving Assassin*,,,,,,,,,
Shadow's Plate,1862963733,"""6917529095605646880""",,Legendary,Chest Armor,crownofsorrow,Titan,1350,1060,Void Damage Resistance,3,Vault,false,true,false,2,7,,0,30,10,5,10,5,60,0,0,20,10,5,10,5,50,0,,,Heavy Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 3 Armor*,Goldleaf*,Unflinching Fusion Rifle Aim*,Unflinching Energy Aim,Enhanced Unflinching Bow Aim,Bow Reserves*,Special Ammo Finder,Empty Activity Mod Socket*,,,,
Inaugural Revelry Bond,1926693852,"""6917529092221681745""",,Legendary,Warlock Bond,events,Warlock,1350,1060,Solar Damage Resistance,5,Vault,false,false,false,2,6,The Revelry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Masterwork*,Bumblebee*,Better Already*,Shotgun Scavenger*,,,,,,,,,,,
Notorious Sentry Vest,3998122205,"""6917529094200178645""",,Legendary,Chest Armor,gambitprime,Hunter,1350,1060,Void Damage Resistance,5,Vault,false,false,false,2,6,,10,20,10,5,10,5,60,0,10,20,0,5,10,5,50,0,,,Heavy Hunter Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Masterwork*,Unflinching Pulse Rifle Aim*,Hand Cannon Reserves*,,,,,,,,,
Iron Truage Helm,3379235805,"""6917529095434811942""",,Legendary,Helmet,ironbanner,Titan,1350,1060,Arc Damage Resistance,3,Vault,false,true,false,2,7,,0,30,0,5,10,5,50,0,0,20,0,5,10,5,40,0,,,Heavy Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 3 Armor*,Enhanced Sniper Rifle Targeting*,Remote Connection,Shotgun Reserves*,Rocket Launcher Reserves,Empty Activity Mod Socket*,,,,,,
Iron Truage Gloves,3625849667,"""6917529095146731415""",,Legendary,Gauntlets,ironbanner,Warlock,1350,1060,Arc Damage Resistance,3,Vault,false,true,false,2,7,,0,20,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Tier 3 Armor*,New Monarchy Succession*,Enhanced Momentum Transfer,Rifle Loader*,Fusion Rifle Scavenger*,Sword Scavenger,Shielding Hand*,,,,,
Hood of the Great Hunt,3251351304,"""6917529068452915463""",,Legendary,Helmet,lastwish,Warlock,1350,1060,Solar Damage Resistance,5,Vault,false,false,false,2,4,,10,0,20,10,5,5,50,0,10,0,10,10,5,5,40,0,,,Mobile Warlock Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Taken Barrier*,Masterwork*,Vanguard Burnished Steel*,Sidearm Targeting,Pump Action,Enhanced Heavy Lifting*,Sniper Rifle Reserves*,Sword Reserves,,,,
Iron Fellowship Strides,258029924,"""6917529087840214304""",,Legendary,Leg Armor,ironbanner,Hunter,1350,1060,Solar Damage Resistance,5,Vault,false,true,false,2,5,,30,0,0,10,5,5,50,0,20,0,0,10,5,5,40,0,,,Mobile Hunter Armor*,Mobility Enhancement Mod*,Restorative Mod,Recovery Mod*,Masterwork*,Calus's Selected*,Scout Rifle Dexterity*,Outreach,Arrow Scavenger,Hand Cannon Scavenger*,,,,,
Vigil of Heroes,3569624585,"""6917529087118981764""",,Legendary,Chest Armor,strikes,Warlock,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,4,,0,20,20,5,5,10,60,0,0,10,20,5,5,10,50,0,,,Restorative Warlock Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Transcendent Blessing*,Masterwork*,Rasmussen Clan*,Unflinching Auto Rifle Aim,Unflinching Bow Aim*,Bow Reserves*,Primary Ammo Finder,,,,,
Solstice Helm (Majestic),536106547,"""6917529097954169320""",,Legendary,Helmet,events,Titan,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,7,Solstice,10,20,0,5,5,5,45,0,10,10,0,5,5,5,35,0,,,Mobile Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Masterwork*,Scout Rifle Targeting*,Hands-On,Precision Weapon Targeting,Sniper Rifle Reserves,Machine Gun Reserves*,Empty Activity Mod Socket*,Solar Armor Glow*,,,,
Solstice Vest (Resplendent),222565136,"""6917529062761917128""",,Legendary,Chest Armor,events,Hunter,1350,1060,,,Vault,false,true,false,1,3,Solstice,20,20,0,10,5,5,60,0,20,10,0,10,5,5,50,0,,,Mobile Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Solstice Vest (Rekindled)*,Watermelon*,Masterwork Armor*,Arcing Chest Glow*,,,,,,,,
Bladesmith's Memory Mask,350056552,"""6917529088502866675""",,Legendary,Helmet,dcv,Hunter,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,5,,10,20,0,5,10,5,50,0,10,10,0,5,10,5,40,0,,,Heavy Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Masterwork*,Midnight Smith*,Scout Rifle Targeting*,Sidearm Targeting,Light Reactor,Rocket Launcher Reserves*,Sword Reserves,,,,,
Gunsmith's Devotion Robes,4238134294,"""6917529084578200137""",,Legendary,Chest Armor,dcv,Warlock,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,5,,0,20,20,5,5,5,55,0,0,20,10,5,5,5,45,0,,,Heavy Warlock Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Fallen Armaments*,Masterwork*,Petiolora Growth*,Unflinching Fusion Rifle Aim,Unflinching Hand Cannon Aim*,Enhanced Unflinching Bow Aim,Pulse Rifle Reserves*,Sidearm Reserves,,,,
Raiden Flux,419976110,"""6917529091273064739""",,Exotic,Chest Armor,,Hunter,1350,,,,Vault,false,true,false,1,1,,10,10,10,5,5,10,50,0,10,10,0,5,5,10,40,0,,,Crimson Valor*,Synapse Junctions*,Plasteel Reinforcement Mod,Restorative Mod*,Thundergod*,Unflinching Grenade Launcher Aim,Unflinching Sidearm Aim,Unflinching Energy Aim*,Sidearm Reserves,Special Ammo Finder*,*,,,,
Fr0st-EE5,609852545,"""6917529201187798727""",,Exotic,Leg Armor,,Hunter,1350,,Void Energy Capacity,10,Vault,true,true,false,1,3,,12,14,14,4,14,19,77,0,10,12,12,2,12,17,65,0,combatstyle,,Upgrade Armor*,*,*,*,*,Rapid Cooldown*,,,,,,,,,
Solstice Robes (Majestic),1685642729,"""6917529098641183063""",,Legendary,Chest Armor,events,Warlock,1350,1060,Solar Damage Resistance,5,Vault,false,false,false,2,7,Solstice,0,10,30,5,5,10,60,0,0,10,20,5,5,10,50,0,,,Restorative Warlock Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Masterwork*,Imperial Opulence*,Unflinching Bow Aim,Unflinching Sniper Aim,Unflinching Power Aim*,Scout Rifle Reserves*,Special Ammo Finder,Empty Activity Mod Socket*,Void Armor Glow*,,,
Greaves of the Great Hunt,3055836250,"""6917529090179149390""",,Legendary,Leg Armor,lastwish,Titan,1350,1060,Solar Damage Resistance,1,Vault,false,true,false,2,4,,0,30,0,5,10,5,50,0,0,20,0,5,10,5,40,0,,,Heavy Titan Armor*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Paragon Mod*,Tier 1 Armor*,Dreaming Cast*,Linear Fusion Dexterity,Traction,Dynamo*,Auto Rifle Scavenger*,Pulse Rifle Scavenger,,,,
Iron Fellowship Grips,1601698634,"""6917529087831121204""",,Legendary,Gauntlets,ironbanner,Hunter,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,5,,30,0,0,10,5,5,50,0,20,0,0,10,5,5,40,0,,,Mobile Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Iron Strength*,Rocket Launcher Loader*,Shotgun Loader,Linear Fusion Rifle Scavenger*,Sniper Rifle Scavenger,,,,,,
Pyrrhic Ascent Vest,2540765499,"""6917529270684366617""",,Legendary,Chest Armor,trials,Hunter,1350,,Solar Energy Capacity,10,Vault,true,true,false,4,13,,4,23,9,16,12,9,73,0,2,21,7,14,10,7,61,0,combatstyle,,Solar Resistance*,Solar Resistance*,Taking Charge*,Vizier Regalia*,Upgrade Armor*,*,*,*,*,,,,,,
Gunsmith's Devotion Boots,3163683564,"""6917529087658786129""",,Legendary,Leg Armor,dcv,Warlock,1350,1060,Solar Damage Resistance,1,Vault,false,true,false,2,5,,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Midnight Smith*,Submachine Gun Dexterity*,Perpetuation,Traction,Hand Cannon Scavenger*,Sidearm Scavenger,,,,,
Notorious Reaper Strides,1233301693,"""6917529091526076672""",,Legendary,Leg Armor,gambitprime,Hunter,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,6,,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Auto Rifle Dexterity*,Auto Rifle Scavenger*,,,,,,,,,
Secant Filaments,511888814,"""6917529686325599741""",,Exotic,Leg Armor,lostsectors,Warlock,1560,,Arc Energy Capacity,10,Vault,true,true,false,5,16,,9,10,19,16,17,4,75,0,7,8,17,14,15,2,63,0,combatstyle,,Upgrade Armor*,*,*,*,*,Devouring Rift*,,,,,,,,,
Solstice Helm (Resplendent),3915635973,"""6917529063074445172""",,Legendary,Helmet,events,Titan,1350,1060,,,Vault,false,true,false,1,3,Solstice,20,10,0,5,5,5,45,0,10,10,0,5,5,5,35,0,,,Mobile Titan Armor*,Mobility Enhancement Mod*,Restorative Mod,Arctic Pearl*,Masterwork Armor*,Void-Tinged Helmet Glow*,,,,,,,,,
Vigil of Heroes,3670149407,"""6917529069712074378""",,Legendary,Hunter Cloak,strikes,Hunter,1350,1060,Solar Damage Resistance,5,Vault,false,true,false,2,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Mobility Mod*,Masterwork*,Sunrise Warrior*,Better Already*,Shotgun Scavenger*,,,,,,,,,,
Orpheus Rig,1245809813,"""6917529074304697668""",,Exotic,Leg Armor,,Hunter,1350,,,,Vault,false,true,false,1,1,,20,10,0,5,5,10,50,0,20,0,0,5,5,10,40,0,,,Bitterpearl*,Uncanny Arrows*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Paragon Mod*,Pulse Rifle Dexterity,Dynamo*,Enhanced Rocket Launcher Dexterity,Scout Rifle Scavenger*,Sidearm Scavenger,*,,,,
Deep Explorer Helmet,3270955774,"""6917529804363801859""",,Legendary,Helmet,duality,Titan,1560,,Void Energy Capacity,10,Vault,true,true,false,5,17,,4,26,9,4,25,10,78,0,2,24,7,2,23,8,66,0,combatstyle,,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,,,
Notorious Invader Vest,4053228821,"""6917529090660641113""",,Legendary,Chest Armor,gambitprime,Hunter,1350,1060,Solar Damage Resistance,5,Vault,false,true,false,2,6,,10,30,0,5,10,5,60,0,10,20,0,5,10,5,50,0,,,Heavy Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Paragon Mod*,Masterwork*,Unflinching Fusion Rifle Aim*,Hand Cannon Reserves*,,,,,,,,
Deep Explorer Hood,3326914239,"""6917529804548257128""",,Legendary,Helmet,duality,Warlock,1560,,Void Energy Capacity,2,Vault,true,true,false,5,17,,10,21,2,16,6,12,67,0,10,21,2,16,6,12,67,0,combatstyle,,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,,,
Annealed Shaper Bond,91359169,"""6917529090079006628""",,Legendary,Warlock Bond,,Warlock,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Masterwork*,New Age Black Armory*,Insulation*,Linear Fusion Rifle Reserves*,,,,,,,,,,,
Lightkin Cover,1245678091,"""6917529504615225698""",,Legendary,Helmet,servitor,Warlock,1560,,Void Energy Capacity,10,Vault,true,true,false,4,14,,4,18,26,8,28,4,88,0,2,6,24,6,26,2,66,0,combatstyle,,Resilience Mod*,Crucible Carmine*,Upgrade Armor*,*,*,*,*,,,,,,,,
Vigil of Heroes,1490307366,"""6917529091612974496""",,Legendary,Gauntlets,strikes,Titan,1350,1060,Void Damage Resistance,2,Vault,false,true,false,2,4,,20,10,0,5,5,5,45,0,10,10,0,5,5,5,35,0,,,Mobile Titan Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 2 Armor*,Calus's Treasured*,Auto Rifle Loader*,Pulse Rifle Loader,Grenade Launcher Scavenger*,Shotgun Scavenger,,,,,,
Aeon Safe,1654461647,"""6917529756097575539""",,Exotic,Gauntlets,,Titan,1560,,Stasis Cost,10,Vault,true,true,false,1,2,,11,13,26,24,12,4,90,0,9,11,14,22,10,2,68,0,combatstyle,,Recovery Mod*,Grenade Kickstart*,Unstoppable Scout Rifle*,Upgrade Armor*,*,*,*,*,Sect of Insight*,,,,,,
Reverie Dawn Gauntlets,2336820707,"""6917529162418921220""",,Legendary,Gauntlets,dreaming,Titan,1350,1060,Void Energy Capacity,7,Vault,true,true,false,2,4,,12,6,6,18,8,2,52,0,12,6,6,18,8,2,52,0,legacy,,Minor Resist*,Taken Barrier*,Burnished Dreams*,Upgrade Armor*,*,*,*,*,,,,,,,
Reverie Dawn Gauntlets,2503434573,"""6917529082647413292""",,Legendary,Gauntlets,dreaming,Titan,1350,1060,Void Damage Resistance,1,Vault,false,true,false,2,4,,10,20,0,5,5,5,45,0,10,10,0,5,5,5,35,0,,,Mobile Titan Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Riven's Curse*,Tier 1 Armor*,Burnished Dreams*,Bow Reloader,Linear Fusion Rifle Loader,Enhanced Shotgun Loader*,Fusion Rifle Scavenger*,Special Ammo Finder,,,,
Iron Truage Gauntlets,2266122060,"""6917529095213435686""",,Legendary,Gauntlets,ironbanner,Titan,1350,1060,Arc Damage Resistance,3,Vault,false,true,false,2,7,,10,10,10,5,5,10,50,0,0,10,10,5,5,10,40,0,,,Restorative Titan Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 3 Armor*,Goldleaf*,Enhanced Momentum Transfer*,Rifle Loader,Fusion Rifle Scavenger*,Sword Scavenger,Empty Activity Mod Socket*,,,,,
Iron Will Gauntlets,2320100699,"""6917529112968839019""",,Legendary,Gauntlets,ironbanner,Titan,1350,1060,Arc Energy Capacity,7,Vault,true,true,false,3,8,,6,8,13,16,2,11,56,0,6,8,13,16,2,11,56,0,legacy,,Minor Resist*,Enhanced Relay Defender*,Arctic Pearl*,Upgrade Armor*,*,*,*,*,,,,,,,
Iron Truage Vest,4169842018,"""6917529095109225401""",,Legendary,Chest Armor,ironbanner,Hunter,1350,1060,Solar Damage Resistance,3,Vault,false,true,false,2,7,,20,10,10,10,5,5,60,0,20,10,0,10,5,5,50,0,,,Mobile Hunter Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Tier 3 Armor*,Enhanced Unflinching Sniper Aim*,Unflinching Power Aim,Primary Ammo Finder*,Special Ammo Finder,Empty Activity Mod Socket*,,,,,,
The Path of Burning Steps,1453120846,"""6917529758083391041""",,Exotic,Leg Armor,lostsectors,Titan,1560,,Solar Energy Capacity,3,Vault,true,true,false,4,14,,7,2,24,8,14,8,63,0,7,2,24,8,14,8,63,0,combatstyle,,Upgrade Armor*,*,*,*,*,Firewalker*,,,,,,,,,
