Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15
Rose,882778888,"""6917529981450628526""",,Legendary,Hand Cannon,crucible,KineticSlot,Kinetic,1800,,Handling,2,Vault,false,false,5,19,,95,85,84,48,14,0,0,55,140,55,13,72,0,0,0,0,0,0,0,0,0,20,false,0,0,,,"#pvp, this is the only lightweight handcannon in the game",Lightweight Frame*,Chambered Compensator,Corkscrew Rifling*,Appended Mag*,Flared Magwell,Perpetual Motion*,Rangefinder*,Combat Grip,Smooth Grip*,Kill Tracker,Tier 2: Handling*,Ego Malign*,,,,
Mercurial Overreach,2073794990,"""6917529981453940108""",,Legendary,Sniper Rifle,crucible,Energy,Arc,1800,,Range,2,Vault,false,false,6,21,,95,63,70,72,40,0,0,69,90,50,4,62,0,0,0,0,0,0,0,0,0,5,false,0,0,,,"#pvp, this weapon has a change to shine with the special ammo meter. kills create ammo and misses have a chance to",Adaptive Frame*,Fluted Barrel*,Polygonal Rifling,Armor-Piercing Rounds*,High-Caliber Rounds,Discord*,Mulligan*,Fitted Stock*,Hand-Laid Stock,Kill Tracker,Tier 2: Range*,Iron Fuchsite*,,,,
Tigerspite,2465372924,"""6917529981534717124""",,Legendary,Auto Rifle,dreaming,KineticSlot,Kinetic,1800,,Range,3,Vault,false,false,6,23,,68,44,29,70,16,0,0,46,450,40,33,55,0,0,0,0,0,0,0,0,0,10,false,0,0,,,"#endgame/#casual #pve, need to see how this compares to the old version, should only keep one",Precision Frame*,Fluted Barrel*,Smallbore,High-Caliber Rounds*,Light Mag,Subsistence*,Frenzy*,Advanced Reflexes*,Kill Tracker,Tier 3: Range*,,,,,,
The Showrunner,1999754402,"""6917529981941410988""",,Legendary,Submachine Gun,seasonpass,KineticSlot,Kinetic,1800,,Reload Speed,10,Titan(1828),true,false,6,22,,100,59,15,38,13,0,0,40,900,52,37,50,0,0,0,0,0,0,0,0,0,12,false,0,98,fotc,,#casual #pve,Lightweight Frame*,Arrowhead Brake,Extended Barrel*,Extended Mag,Flared Magwell*,Grave Robber*,Kinetic Tremors*,Vanguard's Vindication*,Nadir Focus,Kill Tracker,Minor Spec*,Masterworked: Reload Speed*,Dreaming Spectrum*,,,
Marcato-45,4233375372,"""6917529982133396302""",,Legendary,Machine Gun,legendaryengram,Power,Strand,1800,,Range,10,Hunter(1828),true,false,6,23,,90,65,41,55,16,0,0,54,450,49,62,52,0,0,0,0,0,0,0,0,0,11,false,0,93,suros,,#casual #pve,Adaptive Frame*,Arrowhead Brake,Chambered Compensator*,Appended Mag*,Extended Mag,Demolitionist*,Hatchling*,Suros Synergy*,Kill Tracker,Boss Spec*,Masterworked: Range*,Atmospheric Glow*,,,,
Crux Termination IV,1719687748,"""6917529982830017432""",,Legendary,Rocket Launcher,legendaryengram,Power,Arc,1800,,Handling,1,Vault,true,false,6,23,,80,31,0,0,20,0,62,28,25,67,1,18,0,0,0,0,0,0,0,0,0,5,false,0,0,,,"#endgame #pve, #dps, #gms",Aggressive Frame*,Confined Launch*,Countermass,Alloy Casing*,Black Powder,Clown Cartridge*,Bipod*,Wild Card*,Kill Tracker,Boss Spec*,Tier 1: Handling*,Erebos Glance*,,,,
Dead Weight,3738678140,"""6917529983316625099""",,Legendary,Shotgun,drifter,Energy,Arc,1800,,Reload Speed,10,Vault,true,false,5,17,,70,66,65,43,12,0,0,35,140,74,7,42,0,0,0,0,0,0,0,0,0,2,false,0,7,,Dungeon,#casual #pve,Rapid-Fire Frame*,Barrel Shroud,Corkscrew Rifling*,Tactical Mag,Accurized Rounds*,Grave Robber*,Dual Loader,One-Two Punch*,Harmony,Gun and Run,Field-Tested*,Kill Tracker,Major Spec*,Masterworked: Reload Speed*,Envious Touch*,
Breakneck,2026755633,"""6917529983316626236""",,Legendary,Auto Rifle,legendaryengram,KineticSlot,Kinetic,1800,,Range,1,Vault,false,false,6,23,,90,44,29,70,16,0,0,55,450,46,34,32,0,0,0,0,0,0,0,0,0,10,false,0,0,,,#casual/#endgame #pve,Precision Frame*,Chambered Compensator*,Hammer-Forged Rifling,High-Caliber Rounds*,Flared Magwell,Feeding Frenzy*,Under Pressure,Attrition Orbs*,Kinetic Tremors,Gun and Run*,Kill Tracker,Tier 1: Range*,,,,
Breakneck,2026755633,"""6917529983316631144""",,Legendary,Auto Rifle,legendaryengram,KineticSlot,Kinetic,1800,,Range,1,Vault,true,false,6,23,,90,44,29,65,16,0,0,55,450,26,40,32,0,0,0,0,0,0,0,0,0,20,false,0,36,,,#casual #pve,Precision Frame*,Chambered Compensator*,Extended Barrel,Extended Mag*,High-Caliber Rounds,Enlightened Action*,Onslaught*,Tap the Trigger,Gun and Run*,Kill Tracker,Minor Spec*,Tier 1: Range*,,,,
Ros Arago IV,3583275737,"""6917529985223241305""",,Legendary,Auto Rifle,legendaryengram,Energy,Void,1800,,Stability,2,Vault,false,false,6,23,,77,68,21,52,16,0,0,39,600,56,41,67,0,0,0,0,0,0,0,0,0,18,false,0,0,,,#casual #pve,Adaptive Frame*,Arrowhead Brake*,Smallbore,Accurized Rounds*,Flared Magwell,Permeability*,Attrition Orbs*,Wild Card*,Kill Tracker,Tier 2: Stability*,Luminous Void*,,,,,
Incisor,4248997900,"""6917529985773720420""",,Legendary,Trace Rifle,trials,KineticSlot,Strand,1800,,Range,2,Vault,false,false,6,23,,94,100,6,73,16,0,0,85,1000,65,98,83,0,0,0,0,0,0,0,0,0,15,false,0,0,,,#pvp,Adaptive Frame*,Fluted Barrel*,Full Bore,Light Battery*,Tactical Battery,Perpetual Motion*,Kill Clip*,Alacrity*,One Quiet Moment,Kill Tracker,Tier 2: Range*,,,,,
Igneous Hammer,1973107014,"""6917529985794532630""",infuse,Legendary,Hand Cannon,trials,Energy,Solar,1810,,Range,2,Hunter(1828),false,false,6,22,,100,69,92,77,14,0,0,35,120,30,11,27,0,0,0,0,0,0,0,0,0,23,false,0,0,,,,Aggressive Frame*,Extended Barrel*,Polygonal Rifling,Appended Mag*,Flared Magwell,Rapid Hit*,Golden Tricorn*,Alacrity*,One Quiet Moment,Kill Tracker,Minor Spec*,Tier 2: Range*,,,,
Circular Logic,2187717691,"""6917529986719952490""",,Legendary,Machine Gun,neomuna,Power,Strand,1800,,Range,10,Hunter(1828),true,false,6,20,,90,59,41,65,16,0,0,33,450,50,53,48,0,0,0,0,0,0,0,0,0,11,false,0,4,,Strand,#casual #pve,Adaptive Frame*,Extended Barrel*,Hammer-Forged Rifling,Armor-Piercing Rounds*,Ricochet Rounds,Envious Assassin*,Hatchling*,Nanotech Tracer Rockets*,Kill Tracker,Boss Spec*,Masterworked: Range*,Dreaming Spectrum*,,,,
Ros Arago IV,3583275737,"""6917529986722820699""",,Legendary,Auto Rifle,legendaryengram,Energy,Void,1800,,Reload Speed,1,Vault,true,false,6,23,,72,68,21,42,16,0,0,47,600,37,49,52,0,0,0,0,0,0,0,0,0,28,false,0,0,,,#casual #pve,Adaptive Frame*,Chambered Compensator*,Corkscrew Rifling,Extended Mag*,Alloy Magazine,Rewind Rounds*,Onslaught*,Wild Card*,Kill Tracker,Counterbalance Stock*,Tier 1: Reload Speed*,Luminous Void*,,,,
Hullabaloo,657927352,"""6917529987074117683""",,Legendary,Grenade Launcher,events,Power,Arc,1800,,Reload Speed,5,Vault,false,false,6,23,Guardian Games,80,61,0,0,13,45,53,28,120,54,6,41,0,0,0,0,0,0,0,0,0,11,false,0,0,,,only keep this until the one with the range mw is fixed,Compressed Wave Frame*,Hard Launch*,Linear Compensator,High-Velocity Rounds*,Implosion Rounds,Voltshot*,Chain Reaction*,Classy Contender*,Kill Tracker,Major Spec*,Tier 5: Reload Speed*,,,,,
Darkest Before,435821040,"""6917529987192752484""",,Legendary,Pulse Rifle,dungeon,Energy,Solar,1800,,Range,2,Vault,false,false,6,23,,64,75,23,56,17,0,0,38,540,35,36,22,0,0,0,0,0,0,0,0,0,10,false,0,0,,,#casual #pve,Rapid-Fire Frame*,Full Bore*,Polygonal Rifling,Armor-Piercing Rounds*,Flared Magwell,Subsistence*,Incandescent*,Crossing Over*,Kill Tracker,Tier 2: Range*,Envious Touch*,,,,,
Old Sterling,3678653083,"""6917529987261958280""",,Legendary,Auto Rifle,legendaryengram,KineticSlot,Strand,1800,,Handling,4,Vault,false,false,6,21,,73,65,21,53,16,0,0,47,600,65,45,57,0,0,0,0,0,0,0,0,0,17,false,0,0,field-forged,,#casual #pve,Adaptive Frame*,Extended Barrel*,Full Bore,Tactical Mag*,Flared Magwell,Rewind Rounds*,Hatchling*,Field-Tested*,Kill Tracker,Tier 4: Handling*,,,,,,
The Title,655712834,"""6917529987261962038""",,Legendary,Submachine Gun,events,Energy,Void,1800,,Range,5,Vault,false,false,6,23,Guardian Games,95,32,22,60,15,0,0,30,720,23,28,38,0,0,0,0,0,0,0,0,0,21,false,0,0,hakke,,#casual #pve,Aggressive Frame*,Extended Barrel*,Full Bore,Ricochet Rounds*,Flared Magwell,Attrition Orbs*,Surrounded*,Classy Contender*,Hakke Breach Armaments,Kill Tracker,Tier 5: Range*,,,,,
Wild Style (Adept),959037361,"""6917529987283705037""",,Legendary,Grenade Launcher,nightfall,Energy,Solar,1810,,Velocity,4,Vault,false,false,6,23,,78,78,0,0,13,0,100,27,100,39,1,63,0,0,0,0,0,0,0,0,0,4,false,0,0,tex-mechanica,,#casual/#endgame #pve,Double Fire*,Confined Launch,Quick Launch*,Disorienting Grenades*,Spike Grenades,Keep Away,Envious Assassin*,Attrition Orbs*,Vanguard's Vindication,Stunning Recovery,Tex Balanced Stock*,Kill Tracker,Tier 4: Velocity*,Seven Sisters*,,
Adjudicator,1013434963,"""6917529987572779243""",,Legendary,Submachine Gun,dungeon,KineticSlot,Kinetic,1800,,Range,10,Vault,true,false,6,23,,93,54,25,73,13,0,0,52,600,26,28,21,0,0,0,0,0,0,0,0,0,12,false,0,2,,,#pvp,Precision Frame*,Arrowhead Brake,Smallbore*,Tactical Mag*,Alloy Magazine,Dynamic Sway Reduction*,Target Lock*,Crossing Over*,Kill Tracker,Quick Access Sling*,Masterworked: Range*,Seven Sisters*,,,,
Adjudicator,1013434963,"""6917529987574558846""",,Legendary,Submachine Gun,dungeon,KineticSlot,Kinetic,1800,,Stability,1,Vault,true,false,6,23,,93,54,25,56,13,0,0,51,600,26,28,36,0,0,0,0,0,0,0,0,0,12,false,0,0,,,#casual #pve,Precision Frame*,Fluted Barrel*,Polygonal Rifling,Tactical Mag*,Alloy Magazine,Feeding Frenzy*,Onslaught*,Crossing Over*,Kill Tracker,Minor Spec*,Tier 1: Stability*,Seven Sisters*,,,,
Techeun Force,3591141932,"""6917529987591649831""",,Legendary,Fusion Rifle,lastwish,Energy,Arc,1800,,Stability,10,Hunter(1828),true,true,6,21,,90,44,70,41,15,0,0,49,0,16,8,39,660,0,0,0,0,0,0,0,0,4,true,107,1071,,"Assassin's Cowl - , Wormhusk - , Lucky Pants - , Stasis, Strand","#pvp, #endgame #pve, controlled burst seems very strong for #dps",Adaptive Frame*,Arrowhead Brake*,Ionized Battery*,Rewind Rounds*,Controlled Burst*,Explosive Pact*,Kill Tracker,Dawning Memento*,Boss Spec*,Rime Keepsake*,,,,,,
Doomed Petitioner,1501688142,"""6917529987597664578""",,Legendary,Linear Fusion Rifle,,Power,Void,1800,,Reload Speed,10,Titan(1828),true,false,6,23,,81,64,41,47,25,0,0,58,0,14,6,22,533,0,0,0,0,0,0,0,0,11,true,30,0,,,"#endgame #pve, #dps. This is almost at whisper levels of needing crits, so this might be a ""with div only"" gun.",Aggressive Frame*,Chambered Compensator*,Ionized Battery*,Reconstruction*,Precision Instrument*,Dragon's Vengeance*,Kill Tracker,Games Memento*,Boss Spec*,Champion Keepsake*,,,,,,
Hullabaloo,657927352,"""6917529987707852810""",,Legendary,Grenade Launcher,events,Power,Arc,1810,,Range,10,Vault,true,false,6,23,Guardian Games,80,61,0,0,13,55,43,43,120,49,6,41,0,0,0,0,0,0,0,0,0,11,false,0,0,,,"#endgame #pve, #dps",Compressed Wave Frame*,Confined Launch,Linear Compensator*,High-Velocity Rounds*,Implosion Rounds,Field Prep,Envious Assassin*,Cascade Point*,Golden Tricorn,Classy Contender*,Kill Tracker,Boss Spec*,Masterworked: Range*,Luminous Void*,,
Hullabaloo,657927352,"""6917529987707858037""",,Legendary,Grenade Launcher,events,Power,Arc,1800,,Range,10,Vault,false,false,6,23,Guardian Games,80,61,0,0,13,65,33,38,120,49,6,36,0,0,0,0,0,0,0,0,0,11,false,0,0,,,#endgame #pve,Compressed Wave Frame*,Volatile Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Envious Assassin*,Grave Robber,One for All*,Chain Reaction,Classy Contender*,Kill Tracker,Masterworked: Range*,,,,
The Title,655712834,"""6917529987965788660""",,Legendary,Submachine Gun,events,Energy,Void,1800,,Stability,10,Vault,true,false,6,23,Guardian Games,85,32,22,60,15,0,0,30,720,23,28,43,0,0,0,0,0,0,0,0,0,21,false,0,0,hakke,,"#casual/#endgame #pve, #void",Aggressive Frame*,Fluted Barrel,Full Bore*,Ricochet Rounds*,Flared Magwell,Repulsor Brace*,Destabilizing Rounds*,Classy Contender*,Hakke Breach Armaments,Kill Tracker,Minor Spec*,Masterworked: Stability*,Luminous Void*,,,
Belisarius-D,2313726158,"""6917529988204318010""",,Legendary,Pulse Rifle,crucible,KineticSlot,Strand,1810,,Range,2,Vault,false,false,6,23,,84,40,35,79,19,0,0,75,450,48,42,31,0,0,0,0,0,0,0,0,0,25,false,0,0,hakke,,#casual #pve,Aggressive Burst*,Chambered Compensator*,Corkscrew Rifling,Flared Magwell*,Light Mag,Keep Away*,Hatchling*,Composite Stock*,Hakke Breach Armaments,Kill Tracker,Tier 2: Range*,Luminous Void*,,,,
Belisarius-D,2313726158,"""6917529988235055045""",infuse,Legendary,Pulse Rifle,crucible,KineticSlot,Strand,1810,,Range,2,Vault,false,false,6,23,,84,40,35,89,19,0,0,60,450,48,42,36,0,0,0,0,0,0,0,0,0,25,false,0,0,hakke,,,Aggressive Burst*,Extended Barrel*,Smallbore,Flared Magwell*,Light Mag,Eye of the Storm*,Kill Clip*,Short-Action Stock*,Hakke Breach Armaments,Kill Tracker,Tier 2: Range*,Crucible Horizon*,,,,
The Prophet,1968410628,"""6917529988287399375""",,Legendary,Scout Rifle,trials,KineticSlot,Stasis,1800,,Range,1,Vault,false,false,6,23,,94,54,100,60,18,0,0,44,120,59,14,49,0,0,0,0,0,0,0,0,0,16,false,0,0,tex-mechanica,,#casual #pve,Aggressive Frame*,Chambered Compensator*,Polygonal Rifling,Appended Mag,Tactical Mag*,Outlaw*,Explosive Payload*,Alacrity,One Quiet Moment,Tex Balanced Stock*,Kill Tracker,Tier 1: Range*,,,,
The Messenger,3796795102,"""6917529988296810833""",,Legendary,Pulse Rifle,trials,KineticSlot,Kinetic,1800,,Reload Speed,1,Vault,false,false,6,21,,75,37,33,76,18,0,0,54,340,39,37,31,0,0,0,0,0,0,0,0,0,20,false,0,0,,,#pvp,High-Impact Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Alloy Magazine,Appended Mag*,Rapid Hit*,Desperado*,Alacrity,One Quiet Moment,Wild Card*,Kill Tracker,Counterbalance Stock*,Tier 1: Reload Speed*,Calus's Treasured*,,
Unexpected Resurgence,4005780578,"""6917529988645897831""",infuse,Legendary,Glaive,trials,Energy,Arc,1810,,Range,4,Vault,false,false,6,21,,0,74,80,64,0,0,0,0,55,45,4,61,0,0,0,0,0,0,0,0,65,12,false,0,0,,,,Adaptive Glaive*,Auxiliary Reserves*,Lightweight Emitter,Alloy Magazine*,Appended Mag,Replenishing Aegis*,Rampage*,Alacrity*,One Quiet Moment,Kill Tracker,Tier 4: Range*,,,,,
Hullabaloo,657927352,"""6917529988753502373""",,Legendary,Grenade Launcher,events,Power,Arc,1800,,Range,10,Vault,false,false,6,23,Guardian Games,80,61,0,0,13,45,53,28,120,49,6,41,0,0,0,0,0,0,0,0,0,11,false,0,0,,,"#casual #pve, need range #mw to be fixed",Compressed Wave Frame*,Hard Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Enlightened Action,Voltshot*,Chain Reaction*,Collective Action,Classy Contender*,Kill Tracker,Major Spec*,Masterworked: Range*,,,
The Summoner,1820994983,"""6917529988958661051""",,Legendary,Auto Rifle,trials,Energy,Solar,1800,,Reload Speed,1,Vault,false,false,6,23,,82,62,21,55,16,0,0,41,600,57,42,60,0,0,0,0,0,0,0,0,0,24,false,0,0,,,#pvp,Adaptive Frame*,Corkscrew Rifling,Extended Barrel*,Appended Mag,High-Caliber Rounds*,Dynamic Sway Reduction*,Tap the Trigger*,Alacrity,One Quiet Moment,Wild Card*,Kill Tracker,Counterbalance Stock*,Tier 1: Reload Speed*,Skele-Ghaul*,,
The Summoner,1820994983,"""6917529988960278746""",,Legendary,Auto Rifle,trials,Energy,Solar,1800,,Reload Speed,1,Vault,true,false,6,23,,82,62,21,45,16,0,0,51,600,67,42,65,0,0,0,0,0,0,0,0,0,24,false,0,0,,,#casual #pve,Adaptive Frame*,Chambered Compensator*,Polygonal Rifling,Extended Mag,Light Mag*,Subsistence*,Onslaught*,Alacrity,One Quiet Moment,Wild Card*,Kill Tracker,Counterbalance Stock*,Tier 1: Reload Speed*,,,
Randy's Throwing Knife,3292795429,"""6917529988962483887""",,Legendary,Scout Rifle,crucible,KineticSlot,Kinetic,1800,,Range,1,Vault,false,false,6,21,,89,63,45,24,20,0,0,44,260,43,17,30,0,0,0,0,0,0,0,0,0,10,false,0,0,,,"#endgame #pve, apparently gutshot buffs kinetic tremor damage, and damage isn't dependent on rpm, so this should dps",Rapid-Fire Frame*,Arrowhead Brake*,Full Bore,Flared Magwell*,Light Mag,Gutshot Straight*,Focused Fury,Kinetic Tremors*,One Quiet Moment*,Kill Tracker,Major Spec*,Tier 1: Range*,Crucible Redjack*,,,
The Summoner,1820994983,"""6917529988964332610""",,Legendary,Auto Rifle,trials,Energy,Solar,1800,,Reload Speed,4,Vault,false,false,6,23,,72,62,21,60,16,0,0,31,600,60,42,65,0,0,0,0,0,0,0,0,0,24,false,0,0,,,#casual/#endgame #pve,Adaptive Frame*,Fluted Barrel,Full Bore*,Extended Mag,High-Caliber Rounds*,Overflow*,Incandescent*,Alacrity,One Quiet Moment,Wild Card*,Kill Tracker,Counterbalance Stock*,Tier 4: Reload Speed*,,,
The Summoner,1820994983,"""6917529988964339604""",junk,Legendary,Auto Rifle,trials,Energy,Solar,1800,,Reload Speed,1,Vault,false,false,6,23,,67,62,21,55,16,0,0,41,600,67,42,60,0,0,0,0,0,0,0,0,0,24,false,0,0,,,#pvp,Adaptive Frame*,Extended Barrel*,Fluted Barrel,Appended Mag,Light Mag*,Dynamic Sway Reduction*,Target Lock*,Alacrity,One Quiet Moment,Wild Card*,Kill Tracker,Tier 1: Reload Speed*,,,,
The Summoner,1820994983,"""6917529988965663371""",,Legendary,Auto Rifle,trials,Energy,Solar,1800,,Reload Speed,1,Vault,false,false,6,23,,87,62,21,45,16,0,0,41,600,57,42,80,0,0,0,0,0,0,0,0,0,24,false,0,0,,,#pvp,Adaptive Frame*,Arrowhead Brake*,Polygonal Rifling,Alloy Magazine,High-Caliber Rounds*,Zen Moment*,Kill Clip*,Alacrity,One Quiet Moment,Wild Card*,Kill Tracker,Tier 1: Reload Speed*,,,,
The Summoner,1820994983,"""6917529988965667225""",,Legendary,Auto Rifle,trials,Energy,Solar,1800,,Reload Speed,3,Vault,false,false,6,23,,57,62,21,50,16,0,0,56,600,59,42,75,0,0,0,0,0,0,0,0,0,24,false,0,0,,,"#pvp, #casual #pve",Adaptive Frame*,Corkscrew Rifling*,Extended Barrel,Appended Mag,Ricochet Rounds*,Overflow*,Target Lock*,Alacrity,One Quiet Moment,Wild Card*,Kill Tracker,Tier 3: Reload Speed*,,,,
Taraxippos,3007479950,"""6917529989464065598""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Handling,10,Vault,false,false,6,23,Guardian Games,54,75,60,35,19,0,0,52,200,69,16,84,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,#pvp,Lightweight Frame*,Corkscrew Rifling*,Smallbore,Tactical Mag*,Extended Mag,Eye of the Storm*,Kill Clip*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker,Masterworked: Handling*,,,,,
